Date of Sale (dd/mm/yyyy),Address,Street Name,Price
17/12/2020,"391 COLLINSWOOD, COLLINS AVE, DUBLIN 9",collinswood,"€380,000.00"
17/12/2020,"45 WILLOW PARK GROVE, GLASNEVIN, DUBLIN 11",willow park grove,"€538,000.00"
17/12/2020,"69 WALNUT RISE, DRUMCONDRA, COURTLANDS DUBLIN 9",walnut rise,"€260,000.00"
17/12/2020,"99 ASHINGTON RISE, NAVAN ROAD, DUBLIN 7",ashington rise,"€405,000.00"
17/12/2020,"APT 12 HUXLEY COURT, CORK ST, DUBLIN 8",cork street,"€255,000.00"
18/12/2020,"13 Walker Green, Malahide Road, Balgriffin",malahide road,"€343,612.00"
18/12/2020,"143 BEAUMONT RD, WHITEHALL, DUBLIN 9",beaumont road,"€402,500.00"
18/12/2020,"17 THE TANNERY, CORK ST, DUBLIN 8",cork street,"€305,000.00"
18/12/2020,"180 COLLINSWOOD, BEAUMONT, DUBLIN 9",collinswood,"€405,000.00"
18/12/2020,"188 MALAHIDE ROAD, DONNYCARNEY, DUBLIN 3",malahide road,"€332,000.00"
18/12/2020,"19 DONAGHMEDE RD, DUBLIN 13, DUBLIN",donaghmede road,"€325,000.00"
18/12/2020,"2 HARRINGTON ST, Dublin 8",harrington street,"€1,320,950.00"
18/12/2020,"214 KYLEMORE RD, BALLYFERMOT, DUBLIN 10",kylemore road,"€201,111.00"
18/12/2020,"3 Harrington Street, Dublin 8",harrington street,"€1,606,949.00"
18/12/2020,"4 SWEENEY'S TERRACE, SOUTH CIRCULAR ROAD, DUBLIN 8",south circular road,"€327,500.00"
18/12/2020,"41 CLARENCE MANGAN RD, THE TENTERS, DUBLIN 8",clarence mangan road,"€550,000.00"
18/12/2020,"55 BURNELL SQ, NORTHERN CROSS, MALAHIDE RD DUBLIN 17",malahide road,"€236,000.00"
18/12/2020,"7 THE MOORINGS, KELLYS BAY, SKERRIES",the mooring,"€295,000.00"
18/12/2020,"70 MOUNT PROSPECT AVE, CLONTARF, DUBLIN 3",mount prospect avenue,"€835,000.00"
18/12/2020,"9 NORTHBROOK AVE UPPER, NORTH STRAND, DUBLIN 3",northbrook avenue,"€435,000.00"
18/12/2020,"95 GREEG COURT, PARNELL ST, DUBLIN 1",parnell street,"€250,000.00"
18/12/2020,"APT 136 BLOCK 4 TEMPLE GARDENS, NORTHWOOD, SANTRY",temple gardens,"€350,000.00"
18/12/2020,"APT 43  GRAND CANAL WARF, RINGSEND ROAD, DUBLIN 4",ringsend road,"€370,000.00"
18/12/2020,"APT 53 BLOCK 2 TEMPLE GARDENS, NORTHWOOD, SANTRY",temple gardens,"€295,000.00"
21/12/2020,"106 CARNLOUGH RD, CABRA, DUBLIN 7",carnlough road,"€243,000.00"
21/12/2020,"113 TEMPLE GARDENS, NORTHWOOD, SANTRY DUBLIN 9",temple gardens,"€238,000.00"
21/12/2020,"14 CLARE ROAD, DRUMCONDRA, DUBLIN 9",clare road,"€700,000.00"
21/12/2020,"2 GREEG COURT, PARNELL STREET, DUBLIN 1",parnell street,"€9,600,000.00"
21/12/2020,"365 KILDARE RD, CRUMLIN, DUBLIN 12",kildare road,"€260,000.00"
21/12/2020,"53 ORCHARD WAY, GREENWOOD WALK  AYRFIELD, MALAHIDE ROAD",malahide road,"€224,430.00"
21/12/2020,"55 CARLETON RD, MARINO, DUBLIN 3",carleton road,"€330,457.00"
21/12/2020,"7 OSCAR SQ, DUBLIN 8, DUBLIN",oscar square,"€390,000.00"
21/12/2020,"75 LA ROCHELLE, HIGH ST, CHRISTCHURCH DUBLIN 8",high street,"€395,000.00"
21/12/2020,"9 HAMILTON ST, DONORE AVE, DUBLIN 8",hamilton street,"€640,000.00"
21/12/2020,"APT 18, 61 CORK STREET, DUBLIN 8",cork street,"€246,500.00"
21/12/2020,"APT 5 HOUSE 1, LINDEN COURT GROVE AVE, BLACKROCK DUBLIN",grove avenue,"€326,758.00"
21/12/2020,"APT 6 EGLINGTON COURT, EGLINGTON ROAD, DONNYBROOK",egling,"€340,000.00"
22/12/2020,"2 WINDMILL RD, CRUMLIN RD, DUBLIN 12",crumlin road,"€153,000.00"
22/12/2020,"20 meadowbank mews, Millers Glen, Swords",meadowbank,"€325,992.00"
22/12/2020,"21 HADDINGTON SQUARE WEST, HADDINGTON ROAD, BALLSBRIDGE",haddington road,"€460,000.00"
22/12/2020,"22 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",the willows,"€456,266.00"
22/12/2020,"23 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",the willows,"€456,266.00"
22/12/2020,"24 TEMPLE VIEW PARK, CLARE HALL, MALAHIDE RD DUBLIN 13",malahide road,"€359,000.00"
22/12/2020,"24 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",the willows,"€456,267.00"
22/12/2020,"25 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",the willows,"€456,267.00"
22/12/2020,"255 GLASNEVIN AVE, GLASNEVIN, DUBLIN 11",glasnevin avenue,"€370,000.00"
22/12/2020,"26 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",the willows,"€456,267.00"
22/12/2020,"27 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",the willows,"€365,014.00"
22/12/2020,"28 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",the willows,"€456,267.00"
22/12/2020,"29 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",the willows,"€456,267.00"
22/12/2020,"30 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",the willows,"€456,267.00"
22/12/2020,"31 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",the willows,"€456,267.00"
22/12/2020,"32 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",the willows,"€456,267.00"
22/12/2020,"33 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",the willows,"€456,267.00"
22/12/2020,"35 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",the willows,"€456,267.00"
22/12/2020,"36 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",the willows,"€456,267.00"
22/12/2020,"38 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",the willows,"€456,267.00"
22/12/2020,"39 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",the willows,"€456,267.00"
22/12/2020,"40 LEIN GARDENS, COOLOCK, DUBLIN 5",lein gardens,"€305,000.00"
22/12/2020,"40 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",the willows,"€663,661.00"
22/12/2020,"41 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",the willows,"€663,661.00"
22/12/2020,"42 THE WILLOWS, CLAREMONT RD, SANDYMOUNT",the willows,"€663,661.00"
22/12/2020,"43 GROVE COURT, GROVE RD, BLANCHARDSTOWN DUBLIN 15",grove road,"€243,000.00"
22/12/2020,"6 PARKSIDE HEATH, MALAHIDE ROAD, DUBLIN",malahide road,"€158,611.00"
22/12/2020,"7 GROVE AVE, MALAHIDE, DUBLIN",grove avenue,"€1,380,000.00"
22/12/2020,"80 FASSAUGH RD, CABRA, DUBLIN 7",fassaugh road,"€301,000.00"
22/12/2020,"80 FITZROY AVE, DUBLIN 3, DUBLIN",fitzroy avenue,"€475,000.00"
22/12/2020,"APT 14, BALNAGOWAN, PALMERSTON PARK DUBLIN 6",palmerston park,"€445,000.00"
22/12/2020,"APT 19D THE PARK, MILITARY RD, RATHMINES DUBLIN 6",the park,"€147,500.00"
22/12/2020,"APT 208 THE PARK, CLON BRUGH, AIKENS VILLAGE SANDYFORD DUBLIN 18",the park,"€147,500.00"
22/12/2020,"REAR 89 HADDINGTON RD, ST MARYS LANE, DUBLIN 4",haddington road,"€500,000.00"
23/12/2020,"12A GROVE ROAD, FINGLAS, DUBLIN 11",grove road,"€195,000.00"
23/12/2020,"163 NORTH CIRCULAR RD, DUBLIN 7, DUBLIN",north circular road,"€515,000.00"
23/12/2020,"39 VIKING HARBOUR, USHERS ISLAND, DUBLIN 8",ushers island,"€290,000.00"
23/12/2020,"4 ROCKFORD MANOR, STRADBROOK RD, BLACKROCK",manor street,"€590,000.00"
23/12/2020,"4 SEGUARD RD, MANOR ST, DUBLIN 7",manor street,"€145,000.00"
23/12/2020,"54 IVY EXCHANGE, PARNELL ST, DUBLIN 1",parnell street,"€260,000.00"
23/12/2020,"57 Brookfield, Malahide, Co Dublin",brookfield,"€615,859.00"
23/12/2020,"58 Brookfield, Malahide, County Dublin",brookfield,"€546,255.00"
23/12/2020,"9 PARK VIEW, CASTLEKNOCK, DUBLIN 15",park view,"€1,035,000.00"
23/12/2020,"APT 1 - APT 11  72 LEINSTER RD, AND 79A LEINSTER ROAD, RATHMINES DUBLIN 6",leinster road,"€1,500,000.00"
29/12/2020,"APT 2, SEAPARK, MOUNT PROSPECT AVE DUBLIN 3",mount prospect avenue,"€2,765,000.00"
06/01/2021,"18 Brookfield, Malahide",brookfield,"€682,819.38"
07/01/2021,"23 Gracepark View, Drumcondra, Dublin 9",park view,"€669,603.52"
07/01/2021,"3 CUFFE LANE, CUFFE ST, DUBLIN 2",cuffe street,"€540,000.00"
07/01/2021,"3 ENNAFORT RD, RAHENY, DUBLIN 5",ennafort road,"€670,000.00"
07/01/2021,"APT 5 STEEPLE GATE, TRITONVILLE RD, SANDYMOUNT",tritonville road,"€415,000.00"
08/01/2021,"106 MELLOWES RD, FINGLAS WEST DUBLIN 11, DUBLIN",mellowes road,"€240,000.00"
08/01/2021,"23 COOLRUA DR, BEAUMONT, DUBLIN 9",coolrua drive,"€370,000.00"
08/01/2021,"9  PARKSIDE HEATH, MALAHIDE ROAD, BALGRIFFIN",malahide road,"€400,000.00"
09/01/2021,"52 BLOCK B, SEVEN OAKS, SARSFIELD RD DUBLIN 10",seven oaks,"€265,000.00"
11/01/2021,"22 Meadowbank Road, Millers Glen, Swords",meadowbank,"€370,044.00"
11/01/2021,"295 NUTGROVE AVENUE, RATHFARNHAM, DUBLIN 14",grove avenue,"€473,000.00"
11/01/2021,"APT 341, BACHELORS WALK APTS, BACHELORS WALK DUBLIN 1",bachelors walk,"€247,500.00"
12/01/2021,"293 COLLINSWOOD, COLLINS AVE, DUBLIN 9",collinswood,"€366,000.00"
13/01/2021,"18 Meadowbank Road, Millers Glen, Swords",meadowbank,"€378,542.00"
13/01/2021,"38 CHARLOTTE QUAY DOCK, RINGSEND RD, DUBLIN 4",ringsend road,"€530,000.00"
14/01/2021,"90 RATHDOWN PARK, TERENURE, DUBLIN 6W",rathdow,"€930,000.00"
14/01/2021,"99 CHARLEMONT, GRIFFITH AVE, DUBLIN 9",charlemont,"€630,000.00"
14/01/2021,"APT 34, PIER 19, USHERS ISLAND DUBLIN 8",ushers island,"€278,087.00"
15/01/2021,"130 CARNLOUGH RD, CABRA, DUBLIN 7",carnlough road,"€255,000.00"
15/01/2021,"164 COLLINSWOOD, COLLINS AVE, DUBLIN",collinswood,"€450,000.00"
15/01/2021,"17 BELMONT HALL, PARNELL ST, GARDINER ST DUBLIN 1",parnell street,"€234,000.00"
15/01/2021,"53 BURNELL SQ, NORTHERN CROSS, MALAHIDE RD DUBLIN 17",malahide road,"€232,500.00"
15/01/2021,"9 GROVE AVE, RATHMINES, DUBLIN 6",grove avenue,"€550,000.00"
15/01/2021,"EL DORADO, QUARRY ROAD, RATHMICHAEL",quarry road,"€690,000.00"
18/01/2021,"23 Meadowbank Road, Millers Glen, Swords",meadowbank,"€374,450.00"
18/01/2021,"43 ST ALBANS RD, SOUTH CIRCULAR RD, DUBLIN 8",st albans road,"€663,000.00"
18/01/2021,"7 PALMERSTON PARK, RATHMINES, DUBLIN",palmerston park,"€3,100,000.00"
19/01/2021,"101 ST JAMESS WOOD, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€275,000.00"
19/01/2021,"4 LE BAS TERRACE, LEINSTER ROAD WEST, DUBLIN 6",leinster road,"€972,500.00"
19/01/2021,"APT 48 DOOLIN HOUSE, CLAREHALL, MALAHIDE RD DUBLIN 17",malahide road,"€245,000.00"
19/01/2021,"LAUREL LODGE, WOODTOWN MANOR, STOCKING LANE",manor street,"€625,000.00"
19/01/2021,"WOODTOWN MANOR, STOCKING LANE, RATHFARNHAM",manor street,"€1,600,000.00"
20/01/2021,"168 SEVEN OAKS, SARSFIELD RD, DUBLIN 10",seven oaks,"€153,787.92"
20/01/2021,"40/40A JAMES STREET, DUBLIN 8",james street,"€350,000.00"
20/01/2021,"6 RATHDOWN AVENUE, TERENURE, DUBLIN 6W",rathdow,"€1,011,000.00"
21/01/2021,"104 KILDONAN RD, FINGLAS WEST DUBLIN 11, DUBLIN",kildonan road,"€220,000.00"
21/01/2021,"17 GLENDHU RD, NAVAN ROAD, DUBLIN 7",glendhu road,"€465,000.00"
21/01/2021,"24 THE LODGE, SEABROOK MANOR, STATION RD",manor street,"€335,000.00"
21/01/2021,"42 SEVEN OAKS, SARSFIELD RD, BALLYFERMOT",seven oaks,"€200,000.00"
21/01/2021,"9 UPPER ARTANE COTTAGES, MALAHIDE RD, ARTANE DUBLIN 5",malahide road,"€317,500.00"
22/01/2021,"106 CLEARWATER COVE, OLD DUNLEARY RD, DUN LAOGHAIRE",clearwater,"€340,000.00"
22/01/2021,"15 LULLYMORE TERRACE, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€540,000.00"
22/01/2021,"15 MONTPELIER COURT, ARBOUR HILL, DUBLIN 7",arbour hill,"€430,000.00"
22/01/2021,"4 NORTHBROOK AVE LOWER, NORTH STRAND, DUBLIN 3",northbrook avenue,"€395,000.00"
22/01/2021,"41 BUNTING ROAD, WALKINSTOWN, DUBLIN 12",bunting road,"€325,000.00"
22/01/2021,"73 ROCKFORD MANOR, STRADBROOK RD, BLACKROCK",manor street,"€500,000.00"
25/01/2021,"17 Meadowbank Mews, Millers Glen, Swords",meadowbank,"€325,991.00"
25/01/2021,"20 PARK LANE, SANDYMOUNT, DUBLIN 4",park lane,"€785,000.00"
25/01/2021,"299 CLOGHER RD, CRUMLIN, DUBLIN 12",clogher road,"€288,500.00"
25/01/2021,"71 ROTHE ABBEY, CIRCULAR RD SOUTH, DUBLIN 8",rothe abbey,"€350,000.00"
25/01/2021,"APARTMENT 129 SEAPARK, MOUNT PROSPECT AVENUE, CLONTARF",mount prospect avenue,"€325,000.00"
26/01/2021,"23 OORWELL PARK DALE, TEMPLEOGUE, DUBLIN 6W",orwell park,"€370,000.00"
26/01/2021,"295 KILDARE ROAD, CRUMLIN, DUBLIN 12",kildare road,"€300,000.00"
26/01/2021,"DUN DHOIGHRE, 336 TONLEGEE RD, RAHENY",tonlegee road,"€365,000.00"
27/01/2021,"3 MEADOWBANK ROW, MILLER GLEN, SWORDS",meadowbank,"€358,407.07"
27/01/2021,"4 NORTHTHUMBERLAND COURT, HADDINGTON RD, BALLSBRIDGE DUBLIN 4",haddington road,"€575,000.00"
27/01/2021,"56 Brookfield, Back Road, Malahide",brookfield,"€615,859.00"
27/01/2021,"693 SOUTH CIRCULAR ROAD, KILMAINHAM, DUBLIN 8",south circular road,"€620,000.00"
27/01/2021,"95 NEWTOWN COURT, MALAHIDE ROAD, DUBLIN 17",malahide road,"€135,000.00"
28/01/2021,"141 COLLINSWOOD, COLLINS AVE, BEAUMOUNT DUBLIN 9",collinswood,"€375,000.00"
28/01/2021,"32 WESTPARK DR, FINGLAS EAST, DUBLIN 11",westpark,"€290,000.00"
28/01/2021,"4 CLANCY AVE, FINGLAS, DUBLIN 11",clancy avenue,"€380,000.00"
28/01/2021,"47 RAFTER'S ROAD, DRIMNAGH, DUBLIN 12",rafters road,"€226,000.00"
28/01/2021,"60 TOLKA VALE, FINGLAS RD, DUBLIN 11",finglas road,"€220,000.00"
28/01/2021,"8 ORWELL PARK, RATHGAR, DUBLIN 6",orwell park,"€1,850,000.00"
28/01/2021,"9 BROOKFIELD TERRACE, BLACKROCK, DUBLIN",brookfield,"€427,500.00"
29/01/2021,"1 PARKSIDE WALK, PARKSIDE, MALAHIDE RD",malahide road,"€410,000.00"
29/01/2021,"203 GLASNEVIN AVE, GLASNEVIN, DUBLIN 11",glasnevin avenue,"€500,000.00"
29/01/2021,"27 PARK DRIVE, THE PARK, CABINTEELY",the park,"€115,000.00"
29/01/2021,"28 BRABAZON HALL, CORK ST, DUBLIN 8",cork street,"€330,000.00"
29/01/2021,"32 MAXWELL ST, OFF CORK ST, DUBLIN 1",cork street,"€170,000.00"
29/01/2021,"37 THE PARK, KINGSWOOD HEIGHTS, TALLAGHT",the park,"€350,000.00"
29/01/2021,"40 CULLENSWOOD, NORTHBROOK AVE, RANELAGH DUBLIN 6",northbrook avenue,"€345,000.00"
29/01/2021,"440 GRIFFITH AVE, GLASNEVIN, DUBLIN 11",griffith avenue,"€585,000.00"
29/01/2021,"5 LORETO RD, MARYLAND, DUBLIN 8",loreto road,"€301,600.00"
29/01/2021,"5 OCAROLAN RD, CIRCULAR RD SOUTH, DUBLIN 8",ocarolan road,"€361,000.00"
29/01/2021,"82 HARCOURT GREEN, CHARLEMONT ST, DUBLIN 2",charlemont,"€385,000.00"
29/01/2021,"APT 21, MANOR HALL MOUNT BROWN, KILMAINHAM",mount brown,"€255,000.00"
29/01/2021,"KILLARY, MARLBOROUGH RD, GLENAGEARY",marlborough road,"€1,765,000.00"
01/02/2021,"1 meadowbank row, millers glen, swords",meadowbank,"€400,881.00"
01/02/2021,"13 Meadowbank Mews, Millers Glen, Swords",meadowbank,"€339,207.00"
01/02/2021,"18 DOONBEG HOUSE, CLARE VILLAGE, MALAHIDE RD DUBLIN 17",malahide road,"€245,000.00"
01/02/2021,"21 Meadowbank, Millers Glen, Swords",meadowbank,"€378,854.00"
01/02/2021,"6 MCNEILL HALL, HARBOUR HILL, BALBRIGGAN",arbour hill,"€199,950.00"
02/02/2021,"14 ASHCROFT, RAHENY, DUBLIN 5",ashcroft,"€387,000.00"
02/02/2021,"279 PREMIER SQ, FINGLAS RD, DUBLIN 11",finglas road,"€95,000.00"
02/02/2021,"31 BEECHLAWN GROVE, WOODVILLE ESTATE, COOLOCK DUBLIN 5",grove wood,"€346,000.00"
02/02/2021,"32 Ely Square, Nutgrove Avenue, Rathfarnham",grove avenue,"€594,713.66"
03/02/2021,"127 COOLEY RD, DRIMNAGH, DUBLIN",cooley road,"€230,000.00"
03/02/2021,"152 COOLEY RD, DRIMNAGH, DUBLIN",cooley road,"€230,000.00"
03/02/2021,"289 KILBARRACK RD, KILBARRACK, DUBLIN 5",kilbarrack road,"€300,000.00"
03/02/2021,"94A ORWELL PARK RISE, TEMPLEOGUE, DUBLIN 6W",orwell park,"€1,350,000.00"
03/02/2021,"APT 1, 46 NEW CABRA ROAD, DUBLIN 7",cabra road,"€800,000.00"
04/02/2021,"127 CHARLEMONT, GRIFFITH AVE, DUBLIN 9",charlemont,"€685,000.00"
04/02/2021,"13B KINCORA COURT, CLONTARF, DUBLIN 3",kincora court,"€345,000.00"
04/02/2021,"29 Meadowbank Road, Swords",meadowbank,"€378,854.63"
04/02/2021,"59 THE CEDAR, PARK VIEW, STEPASIDE DUBLIN 18",park view,"€205,000.00"
05/02/2021,"18 TEMPLE GARDENS, NORTHWOOD, SANTRY DUBLIN 9",temple gardens,"€262,500.00"
05/02/2021,"19 MARLBOROUGH ROAD, DONNYBROOK, DUBLIN 4",marlborough road,"€950,000.00"
08/02/2021,"APARTMENT 206, BACHELORS WALK APARTMENTS, BACHELORS WALK",bachelors walk,"€220,000.00"
08/02/2021,"APT 1, 46A NEW CABRA RD, DUBLIN 7",cabra road,"€1,800,000.00"
09/02/2021,"27 RICHMOND COTTAGES, NORTH CIRCULAR ROAD, DUBLIN 1",north circular road,"€247,000.00"
09/02/2021,"31 Meadowbank Road, Millers Glen, Swords",meadowbank,"€361,233.00"
09/02/2021,"546 SOUTH CIRCULAR RD, DUBLIN 8, DUBLIN",south circular road,"€431,000.00"
09/02/2021,"NO 96  NORTH CIRCULAR ROAD, DUBLIN 7",north circular road,"€319,000.00"
10/02/2021,"25 Meadowbank Road, Millers Glen, Swords",meadowbank,"€374,449.34"
10/02/2021,"79 OREILLY AVE, CEANNT FORT, MOUNT BROWN DUBLIN 8",mount brown,"€345,000.00"
11/02/2021,"35 NEWTOWN COURT, MALAHIDE ROAD, DUBLIN 17",malahide road,"€140,000.00"
11/02/2021,"36 LOURDES RD, MARYLAND, CORK ST DUBLIN 8",cork street,"€310,000.00"
12/02/2021,"11 Orwell Park Gardens, Rathgar",orwell park,"€1,102,875.00"
12/02/2021,"12 TEMPLE COURT, PALATINE SQ, ARBOUR HILL DUBLIN 7",arbour hill,"€405,000.00"
12/02/2021,"17 GROVE PARK RD, FINGLAS EAST, DUBLIN 11",grove park road,"€245,000.00"
12/02/2021,"19 THE SQUARE, LARCH HILL, OSCAR TRAYNOR RD DUBLIN 17",oscar traynor road,"€227,000.00"
12/02/2021,"23 PROVOST ROW, ARBOUR HILL, DUBLIN 7",arbour hill,"€445,000.00"
12/02/2021,"28 ENNAFORT RD, RAHENY, DUBLIN 5",ennafort road,"€505,000.00"
12/02/2021,"30 Meadowbank Road, Millers Glen, Swords",meadowbank,"€383,259.91"
12/02/2021,"35 meadowbank road, millers glen, swords",meadowbank,"€361,233.00"
12/02/2021,"400 CARNLOUGH ROAD, CABRA, DUBLIN 7",carnlough road,"€360,000.00"
12/02/2021,"41 BRADOGUE COURT, NORTH CIRCULAR RD, DUBLIN",north circular road,"€303,000.00"
12/02/2021,"56 ANNER RD, INCHICORE, DUBLIN 8",anner road,"€382,000.00"
12/02/2021,"82 DOWLAND RD, DUBLIN 12, DUBLIN",dowland,"€325,000.00"
12/02/2021,"91 MARLBOROUGH RD, DONNYBROOK, DUBLIN 4",marlborough road,"€1,475,000.00"
12/02/2021,"APT 1, 384 NORTH CIRCULAR ROAD, DUBLIN 7",north circular road,"€271,017.00"
12/02/2021,"APT 4, 255 SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€575,000.00"
15/02/2021,"26 Meadowbank Road, Millers Glen, Swords",meadowbank,"€361,233.48"
15/02/2021,"32 DOWLAND RD, WALKINSTOWN, DUBLIN 12",dowland,"€386,700.00"
15/02/2021,"36 CEDARS, HERBERT PARK LANE, ANGLESEA RD DUBLIN 4",park lane,"€950,000.00"
15/02/2021,"52 CEDARS, HERBERT PARK LANE, BALLSBRIDGE DUBLIN 4",park lane,"€475,000.00"
16/02/2021,"22 KINGSLAND PARADE, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€495,000.00"
16/02/2021,"34 CLEARSTREAM COURT, MCKEE AVENUE, FINGLAS",mckee avenue,"€170,000.00"
16/02/2021,"37 HARCOURT LODGE, SOUTHERN CROSS AVE, INCHICORE DUBLIN 8",harcourt lodge,"€280,000.00"
16/02/2021,"5 CLEARWATER COURT NORTH, ROYAL CANAL PARK, ASHTOWN DUBLIN 15",clearwater,"€320,000.00"
16/02/2021,"54 OLD CABRA RD, NORTH CIRCULAR RD, DUBLIN 7",cabra road,"€535,000.00"
16/02/2021,"APT 1, 384 NORTH CIRCULAR ROAD, DUBLIN 7",north circular road,"€386,667.00"
17/02/2021,"16 ELM MOUNT CLOSE, BEAUMONT, DUBLIN 9",elm mount close,"€397,000.00"
17/02/2021,"24 SOUTHGATE, CORK ST, DUBLIN 8",cork street,"€260,000.00"
17/02/2021,"3 THE PARK, THE PADDOCKS, HANSFIELD",the park,"€315,000.00"
17/02/2021,"36 Meadowbank Road, Millers Glen, Swords",meadowbank,"€361,233.00"
17/02/2021,"42 PARK VIEW EST, DUBLIN 7",park view,"€395,000.00"
17/02/2021,"7 REILLYS AVE, DOLPHINS BARN, DUBLIN 8",dolphins barn,"€270,000.00"
17/02/2021,"92 RATHDOWN PARK, TERENURE, DUBLIN 6W",rathdow,"€898,750.00"
18/02/2021,"100 HYBERASAL HOUSE, SOUTH CIRCULAR RD, DUBLIN 8",south circular road,"€277,500.00"
18/02/2021,"24 MEADOWBANK ROAD, MILLERS GLEN, SWORDS",meadowbank,"€392,070.00"
18/02/2021,"36 HAMILTON STREET, SOUTH CIRCULAR ROAD, DUBLIN 8",hamilton street,"€480,000.00"
18/02/2021,"5 STIRRUP LANE, CHURCH ST, DUBLIN 7",church street,"€150,000.00"
18/02/2021,"APT 1, 109 PARNELL ST, DUBLIN 1",parnell street,"€75,000.00"
19/02/2021,"1 CHURCH ST, SKERRIES, DUBLIN",church street,"€770,000.00"
19/02/2021,"224 GRIFFITH AVENUE, DRUMCONDRA, DUBLIN 9",griffith avenue,"€860,000.00"
19/02/2021,"26 ALBERT COLLEGE AVE, GLASNEVIN, DUBLIN 9",albert college,"€410,000.00"
19/02/2021,"3 OSCAR SQ, CORK ST, DUBLIN 8",cork street,"€385,000.00"
19/02/2021,"3A Church Street, Skerries",church street,"€682,819.00"
19/02/2021,"51 CLEARWATER COVE, OLD DUNLEARY RD, DUN LAOGHAIRE",clearwater,"€810,000.00"
19/02/2021,"57 MOURNE RD, DRIMNAGH, DUBLIN 12",mourne road,"€320,000.00"
19/02/2021,"63 GLASNEVIN AVE, GLASNEVIN",glasnevin avenue,"€480,000.00"
22/02/2021,"105 CALEDON RD, EAST WALL, DUBLIN 3",caledon road,"€177,500.00"
22/02/2021,"16 FAIRWAYS GREEN, GLASNEVIN, DUBLIN 11",fairways green,"€465,000.00"
22/02/2021,"296B NORTH CIRCULAR ROAD, PHIBSBORO, DUBLIN 7",north circular road,"€275,000.00"
22/02/2021,"50 THE WILLOW, PARK VIEW, STEPASIDE",park view,"€307,500.00"
23/02/2021,"104 KILDARE RD, DUBLIN 12, DUBLIN",kildare road,"€197,000.00"
23/02/2021,"13 TOLKA VALE, FINGLAS RD, DUBLIN 11",finglas road,"€213,000.00"
23/02/2021,"16 RATHDOWN CRESCENT, TERENURE, DUBLIN",rathdown crescent,"€1,325,000.00"
23/02/2021,"254 KYLEMORE RD, BALLYFERMOT, DUBLIN 10",kylemore road,"€300,000.00"
23/02/2021,"35 IVEAGH GARDENS, CRUMLIN RD, DUBLIN 12",crumlin road,"€400,000.00"
23/02/2021,"3B Church Street, Skerries",church street,"€572,687.22"
23/02/2021,"52 CRUMLIN RD, DUBLIN 12, DUBLIN",crumlin road,"€420,000.00"
23/02/2021,"6 MARLBOROUGH COURT, MARLBOROUGH RD, CIRCULAR RD NORTH DUBLIN 7",marlborough road,"€283,000.00"
24/02/2021,"1 WELLINGTON RD, BALLSBRIDGE, DUBLIN 4",wellington road,"€3,150,000.00"
24/02/2021,"113 MELLOWES RD, FINGLAS WEST, DUBLIN 11",mellowes road,"€70,000.00"
24/02/2021,"19 ELLESMERE AVE, OFF NORTH CIRCULAR RD, DUBLIN 7",north circular road,"€640,000.00"
24/02/2021,"THE PAROCHIAL HOUSE, NUTGROVE AVE, CHURCHTOWN",grove avenue,"€915,000.00"
25/02/2021,"1 ROSEMOUNT COURT, INCHICORE RD, KILMAINHAM DUBLIN 8",inchicore road,"€220,000.00"
25/02/2021,"16 NEWGROVE AVENUE, SANDYMOUNT, DUBLIN 4",grove avenue,"€865,000.00"
25/02/2021,"22 ASHFORD ST, ARBOUR HILL, DUBLIN 7",arbour hill,"€290,000.00"
25/02/2021,"49 ALL HALLOWS SQ, GRIFFITH AVE, DRUMCONDRA DUBLIN 9",griffith avenue,"€340,000.00"
25/02/2021,"65 KIRWAN ST COTTAGES, DUBLIN 7, DUBLIN",kirwan street,"€272,500.00"
25/02/2021,"68 RATHVALE PARK, AYRFIELD, DUBLIN 13",rathvale park,"€324,000.00"
25/02/2021,"APT 1, 438 NORTH CIRCULAR ROAD, DUBLIN 7",north circular road,"€370,000.00"
25/02/2021,"UNIT 1, 28 FINGLAS ROAD, GLASNEVIN",finglas road,"€665,000.00"
26/02/2021,"17 BELMAYNE AVE, BELMAYNE, MALAHIDE RD",malahide road,"€285,000.00"
